Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g)
vegan,Veggie tahini lentils,mediterranean,0.013570349458704821,0.40591002143266974,-0.4758653563593205
vegan,Roasted squash & red onion with pistachios,american,-0.748751000511789,-0.19711722742687832,-0.611502672031763
vegan,Citrus Lime Tofu Salad,asian,-0.6252426912178113,-0.7093945236703642,-0.7064324116841549
vegan,Burnt leeks on toast with romesco,mediterranean,-0.3477109448151129,0.5717559632911878,-0.49085426262022447
vegan,Marinated Kale and Chickpea Salad With Sumac Onions Recipe,american,-0.36675505742942327,-0.08753948381163311,-0.6851366978708487
vegan,Beefless Ground Beef,american,-0.4664303836856091,-0.7568943506768745,-0.6939007031709401
vegan,Veggie-loaded flatbread,mediterranean,-0.3526111843182103,0.1919187283048123,-0.3653733643048972
vegan,Gluten-Free Apple and Walnut Pakoda/Fritters,american,-0.686384315926913,0.0004669906874053688,-0.616253254343962
vegan,Beet Tartare,french,-0.6240176313420369,-0.23697835065657732,-0.44646088997864
vegan,Slow-Cooker Creamy Lentil Soup Freezer Pack,american,-0.13399368103229653,0.17551165329123844,-0.8299475518013308
vegan,Egg-Free and Dairy-Free Pumpkin Pudding,british,-0.7268112918274666,-0.2360100642623336,-0.21130706552478581
vegan,Spaghetti with a Creamy Zucchini & Mint Sauce,french,-0.5018457510034494,0.22645427636617083,-0.860089177506318
vegan,Pesto Tortilla Pizza,italian,-0.29703801358990106,0.6304448775200696,0.31404181293116
vegan,Gluten-Free Apple Hand Pies Recipe,american,-0.6652241907999015,1.468442958049422,-0.13292245737350114
vegan,Veggie Sandwich,indian,-0.8170202463163051,-0.5582342587912089,-0.8710646607793296
vegan,Toasted Paprika Chickpeas,mediterranean,-0.5884908949445807,-0.2856078451230386,-0.7249433013834132
vegan,Healthy Broccoli and Cheese Soup,american,-0.18010047999325848,-0.2923320561941754,-0.8953909184814525
vegan,Garlic Mashed Cauliflower,mediterranean,-0.7319342694897957,-0.5519403972286249,-0.6010186283082892
vegan,Butternut Squash and Quinoa Pilaf,mediterranean,-0.6065326858423485,0.04328676678840439,-0.6104378863410977
vegan,Crispy sweet potatoes with chickpeas & tahini yogurt,mediterranean,-0.3137433755322786,0.5055897263512017,-0.14045786379974784
vegan,Sweet potato Tex-Mex salad,mexican,-0.3486018974520397,0.7071008837310291,-0.21237185121545107
vegan,Mushroom Beet Black Bean Burger,american,-0.2571678830874268,-0.0734993310950994,-0.7378026362629867
vegan,Cauliflower Steaks with Olive Salsa and Roasted Tomato Sauce,american,-0.667785679631066,-0.30093904636523044,-0.7206022520291624
vegan,Veggie olive wraps with mustard vinaigrette,american,-0.8507650774399077,-0.6330074859022501,-0.8523899578968919
vegan,Smoky Potato and Caper Empanadas With Cilantro Sauce Recipe,south american,-0.390699409546831,1.1952248138069916,14.848939836653766
vegan,Aubergine & chickpea bites,french,-0.25249038174356103,0.5791794923137228,-0.46980426858168717
vegan,Shortbread Pecan Pie Crust,american,-0.5881567877057332,-0.12234400031583717,0.3121579613245984
vegan,Zucchini Cannelloni with Cashew sauce,italian,-0.4495022835839999,-0.3865785985672287,-0.6794851430511637
vegan,Sweet potato & cauliflower lentil bowl,indian,-0.18611441029251446,0.3803042256737807,-0.5726789476182741
vegan,Summertime Lentil Salad With Mango,indian,-0.7593310630752949,-0.5437099628775535,-0.8159415246395025
vegan,Curried parsnip soup shots,american,-0.5852611916357211,-0.05784536772149296,-0.6944740493120675
vegan,Chilli & avocado salsa sweet potatoes,mexican,-0.4146437616642388,0.3243049958733535,-0.6318155067459935
vegan,Autumn Apple Pumpkin Soup,american,-0.7445189754863868,-0.06128816378991508,-0.5487622228740994
vegan,Cook the Book: Garlicky Mushrooms and Kale,american,-0.6489643051759874,-0.5458079167317481,-0.8847430615747994
vegan,Raspberry-Banana Sorbet,french,-0.8135678048482137,-0.23826939918223555,-0.9209457750574199
vegan,Miso roasted tofu with sweet potato,asian,-0.03409561661687903,-0.19733240218115472,-0.3437500241252324
vegan,Citrus Collards with Raisins Redux,american,-0.8528810899526088,-0.32342480818711195,-0.8406773152995736
vegan,My children love beet salad!,american,-0.6898367573950044,-0.30292941284228697,-0.5490898492404579
vegan,Edamame & Veggie Rice Bowl,japanese,-0.8202499496251648,-0.5829793555329923,-0.7471399877042055
vegan,Sautéed Spinach,french,-0.7684633276037944,-0.71439733670729,-0.8724570728363535
vegan,Tuscan Hummus,italian,-0.0687314003774084,0.4128494072580829,-0.3619332874581323
vegan,Tangy Teriyaki Salmon,nordic,3.8741794943421484,-0.6060030542405648,1.3038010657003605
vegan,Graham Cracker Cinnamon Rolls (the best ever!),american,-0.46442574025252376,1.3118495306247882,-0.1852607693992806
vegan,"""Chocomole"" Pudding",british,-0.5113121227707966,1.5765682720733016,-0.002281443788026563
vegan,Broccoli Slaw w/ Mustard Vinaigrette,american,-0.7994239317370008,-0.545162392468919,-0.8375648648191671
vegan,Pesto Stuffed Mushrooms,italian,-0.7486396314321732,-0.6026678455492809,-0.7056952523598481
vegan,Edamame Spread,japanese,-0.9085656297605339,-0.7963789180865897,-0.8082423050300764
vegan,Escalivada (Smoky Slow-Roasted Vegetables),mediterranean,-0.7594424321549107,-0.3952393824268529,-0.34702628778881806
vegan,Coconut Almond Chia Seed Pudding Recipe,british,-0.635934122860933,-0.2392376855764792,-0.4646441533115399
vegan,Cucumber-Avocado Cauliflower Rice Sushi,japanese,-0.7249180174739971,-0.49341286406545015,0.26137587453902217
vegan,"Amaranth ""Risotto"" With Mushrooms",italian,0.04241494107921003,1.4294425338368286,0.07790510937823028
vegan,Garlicky mushroom penne,mediterranean,-0.46587353828752986,0.1032129358543756,-0.7713843388147389
vegan,West Indian spiced aubergine curry,indian,-0.8016513133293178,-0.4447295759104198,-0.8348619472967092
vegan,Roasted aubergine & tomato curry,indian,-0.6966302712515712,-0.33117109934106154,0.06381717562481234
vegan,"Cauliflower, squash, coconut & lentil curry",indian,-0.06917687669587187,0.48046807378943446,0.007956880160678338
vegan,Ripe's Eggplant Romesco Rigatoni,mediterranean,-0.20627221370298335,0.7593883490201889,-0.382000402397594
vegan,Date and Fennel Tofu Scramble,asian,-0.05815133781390261,0.07082913533578074,-0.4274585607298437
vegan,Caramelized Onion Hummus,mediterranean,-0.10381266045640124,0.4565298823761875,0.6054654658070965
vegan,Asian Bulgur Wheat Salad,chinese,-0.7021987252323637,-0.2847471461059331,-0.720929878395521
vegan,Roast asparagus bowls with tahini lemon dressing,mediterranean,-0.49427265358957156,0.0027263256073072656,-0.7436999108574407
vegan,"Tomato, Fennel, and Crab Soup",french,-0.08009104649822506,0.12473041128201336,-0.13325008373985964
vegan,Pasta with Broccoli and Cauliflower,italian,-0.1294275487680467,0.6533071951619347,-0.6802223023754703
vegan,Tuscan Black Cabbage Bruschetta - (Crostoni Di Cavolo Nero),italian,-0.7566582051645145,-0.4435461147618997,-0.9282354617088978
vegan,Black-Eyed Pea and Tempeh Beanballs,italian,0.07315280705318455,-0.16763828609101464,-0.6248534464608742
vegan,"Spanish Rice with Chorizo, Beans and Peas",mediterranean,1.0402818944372265,1.5080351128362752,0.751341105428244
vegan,Cauliflower Cilantro Salad Recipe,mediterranean,-0.8036559567624032,-0.5926622194754293,-0.6153522818364761
vegan,"Spicy, Peanutty Udon with Kale",american,-0.564546542827173,-0.3575300067399178,-0.6734240552735302
vegan,Satay noodle soup,asian,-0.7761477940972883,-0.5281635868810852,-0.6399242593133678
vegan,Raw Chocolate Ganache Cake,french,-0.45774359547557275,0.47632595976961417,0.2972509616552841
vegan,"#SPINACH #LASAGNA my #Caribbean favourite, #Delicious #Nutritious #Vegetarian",italian,0.9206715029298038,0.9769838192821757,3.5319879833049055
vegan,"Tempeh ""Chicken"" Salad",american,-0.628472394526671,-0.6905667326711811,-0.7627841466978266
vegan,Easy Chickpea Curry,indian,1.3150294138495289,3.718848125648917,1.234016649665988
vegan,Mint & basil griddled peach salad,mediterranean,-0.6667833579145234,-0.18280810626749924,-0.6128131774971972
vegan,Seasoned Black-Eyed Peas,south american,-0.745187189964082,-0.27242839142361047,-0.7121658730954297
vegan,Southwest Sweet Potato Salad,american,-0.3470427303374178,0.616996455377796,-0.45284960412263187
vegan,Braised Green Beans with Tomatoes,mediterranean,-0.7321570076490275,-0.39948908382381143,-0.38601382538548623
vegan,Curried Cauliflower Soup with Roasted Tomatoes,american,-0.6764724678411024,-0.40153324398943696,-0.5287770145262275
vegan,Gluten-Free Banana Flapjacks,eastern europe,-0.689391281076541,0.18099860952528612,-0.6850547912792591
vegan,Baked Potato Soup with Crunchy Potato Skins,american,-0.5168805767515892,0.6837006292034732,-0.49847157563806094
vegan,Baked Sweet Potatoes with Spiced Lentil Salad & Lemon Tahini Dressing,mediterranean,0.1752782530609191,1.0494439177847457,-0.008260624974070258
vegan,Pistachio Gelato,italian,-0.9215958120755884,-0.4138519986717596,0.30879979106942324
vegan,Japanese Tabbouleh with Cilantro & Tofu,asian,-0.2831168786379198,-0.6851873638142717,-0.6131408038635558
vegan,Dairy-Free Spinach Stuffed Shells,american,0.8195483786386117,1.4773189166633225,-0.26380919073374454
vegan,Greek Potato Salad,mediterranean,-0.379562501585246,1.4238479902256427,-0.05339115693996139
vegan,West Coast Avocado Toast,american,-0.7591083249160632,-0.591855314146893,-0.7880932834990252
vegan,Cook the Book: Brussels Sprout-Potato Hash,french,-0.7213542069262898,-0.22229267367721453,-0.8756514299083494
vegan,Red Lentil Dhal,indian,0.11758906981990884,0.43382894580002973,-0.8469841228519758
vegan,Chilled spicy tahini noodle bowl,asian,0.7107407878539265,1.1605278846799258,0.027204929184243623
vegan,Stuffed pumpkin,american,-0.4147551307438546,0.48127497911797096,-0.10548374919097192
vegan,Chickpea & roasted parsnip curry,south east asian,-0.03064317514878765,1.0776856042835201,0.20584320544124676
vegan,Charred Green Beans with Mustard Vinaigrette & Hazelnuts,american,-0.7732521980272761,-0.6120817410488724,-0.4502285931917634
vegan,Summer Vegetable Tian,italian,-0.7980875027816107,-0.5363940212321566,-0.35333309534122026
vegan,Maple Walnut Banana Bread,american,-0.7096604535666257,0.21661003135802648,-0.5590005468228043
vegan,Mushroom Quinoa Soup,mediterranean,-0.5678876152156485,-0.10260171661097944,-0.6801403957838806
vegan,My children love beet salad!,american,-0.7029783087896747,-0.3204661553158118,-0.5511375140301988
vegan,Egyptian courgettes with dukkah sprinkle,french,-0.24246716457813455,0.19805120880168897,-0.6055234908457194
vegan,Cream of Cashew Pea Soup,mediterranean,0.01223392050331457,0.43307583416006235,0.6454358825028403
vegan,Banana “Ice Cream”,american,-0.8700319282134498,-0.24676880197615245,-0.9451901261679532
vegan,Peach Pie Ice Cream,american,-0.7692429111611055,0.19380150740473057,-0.5878316670623572
vegan,Cider & Honey Kohlrabi Slaw with Radicchio,chinese,-0.8017626824089338,-0.31067570399623656,-0.5689931509967403
vegan,Pumpkin Seed Dip,american,1.5542501968643747,0.8376581658882211,7.579647926481696
vegan,Lentil ragu with courgetti,french,0.716866087232798,1.5024943629136587,-0.616253254343962
vegan,Indian Spiced Broccoli and Potato Hash,nordic,-0.822365962137866,-0.5635598339595492,-0.8752418969504013
vegan,Eggplant Pide (or Eggplant Boats),mediterranean,0.05243815824463644,1.066227548618303,-0.6626123851836979
vegan,Jambalaya,american,0.293440846533336,2.05129757369556,-0.6361565561002445
vegan,Curried Millet with Chickpeas and Currants,indian,-0.43881085194087827,0.38003525723093534,-0.505024102965232
vegan,Spaghetti puttanesca with red beans & spinach,italian,-0.5470615973274845,-0.05531706435874553,-0.7946458108261962
vegan,"Chilaquiles With Pepitas, Charred Corn, and Black Beans Recipe",american,-0.11138575787027896,1.181830185353287,0.35253791097829057
vegan,Pumpkin Maple Milkshake,american,-0.9061155100089852,-0.7021323757135365,-0.9248772914537227
vegan,Tofu Jerky,asian,-0.11227671050720574,-0.6571608520697735,-0.6322250397039417
vegan,Carrot Cake Bites,british,-0.5577530289706062,0.9040933712710527,0.5883469881648619
vegan,Vegetarian Jambalaya,american,0.30012299131028713,1.9780843635530223,-0.6346822374516309
vegan,"Roast Chicken Dinner Potato Chips With Mushrooms, Lemon, and Thyme Recipe",french,-0.6545327591567799,-0.7276843777838563,-0.9453539393511324
vegan,Zucchini Curry,indian,-0.6178923319631652,-0.33154765516104523,0.04923780232185655
vegan,Hearty lentil one pot,french,0.015018147493710821,0.977790724610712,-0.5606386786545969
vegan,Mom's Favorite Blueberry-Bran Muffins,american,-0.5675535079768009,0.8635867237785249,-0.3027967283304128
vegan,Creamy Instant Pot Coconut Red Lentils,south east asian,0.4365501138397035,0.9822556007619471,-0.5139519214485028
vegan,Quinoa Bowl With Tahini Dressing,mediterranean,-0.18010047999325848,0.31117933586249447,-0.03832034408746775
vegan,Lentil lasagne,italian,0.5094968609880851,1.4725312783806732,-0.7573783116529105
vegan,Spiced mushroom & lentil hotpot,south american,1.424282480952678,2.5015507470188796,-0.6561417644481164
vegan,Roasted Vegetable & Black Bean Tacos,mexican,-0.7125560496366378,-0.3125584830961549,-0.7276462189058714
vegan,Pumpkin curry with chickpeas,south east asian,-0.40985489124075725,0.11784481914516927,-0.040695635243567334
vegan,Cook the Book: Lentil and Eggplant Chili Mole,american,-0.17486613325131353,0.4407683316254429,-0.8423154471313664
vegan,"Spinach, sweet potato & lentil dhal",middle eastern,-0.10659688744679749,0.5324865706357489,-0.8097985302702796
vegan,"Crispy Potato, Onion, and Mushroom Rösti Recipe",french,-0.7857255349442512,-0.3850723752872941,-0.4005112920968523
vegan,Carrot Dog Pigs in a Blanket,american,-0.6194514990777871,-0.006418601449438718,-0.8835144627009549
vegan,Mung Dal shorba (mung dal soup),american,-0.8169088772366894,-0.682551473074386,-0.3360508045158064
vegan,Quinoa Chickpea Salad with Roasted Red Pepper Hummus Dressing,mediterranean,-0.6304770379597562,-0.3395091210692711,-0.8828592099682376
vegan,Stuffed Mediterranean Baked Potato,mediterranean,-0.4173166195750192,0.3555053352434283,-0.7737596299708384
vegan,Homemade Seitan,italian,1.8954850568073396,-0.12836889343557578,-0.8586148588577045
vegan,Tastiest Miso Soup,japanese,-0.43970180457780506,-0.1475194465661733,-0.5841458704408234
vegan,Black Bean Corn Avocado Salsa,mexican,-0.410077629399989,0.16534464615167968,0.23303619384900692
vegan,Spinach with Pine Nuts and Raisins,american,-0.5063005141880834,0.053184805485117774,-0.4516210052487873
vegan,Pasta with Broccoli Pesto,italian,-0.008926204623696851,1.2965721230711653,-0.46808423015830475
vegan,"Squash, Kale, and Wild Rice Pilaf",mediterranean,-0.5028480727199921,0.25431940704496175,-0.7358368780648354
vegan,Sesame parsnip & wild rice tabbouleh,middle eastern,-0.48068562587643787,0.43775588506557356,-0.3663562434039729
vegan,"Cabbage, Bean and Crispy Cale Soup",french,0.13529675347882889,1.331161464821093,-0.5875040406959987
vegan,Creamy Matcha White Chocolate Pudding,british,-0.7797116046449953,-0.3785095452818646,-0.5721056014771465
vegan,Strawberry Nice Cream,american,-0.863906628834578,-0.33531321336088177,-0.9431424613782121
vegan,"Chickpea, tomato & spinach curry",indian,-0.04378472654345804,0.4837494887921493,-0.4283595332373297
vegan,Avocado Pesto Pasta,italian,-0.5723423784002825,-0.1824315504475156,1.4687609411618936
vegan,Chole Masala,indian,-0.39203583850222123,0.09041003797493118,-0.7331339605423772
vegan,Asian Eggplant Stir fry,asian,-0.7491964768302524,-0.1694672715023638,-0.8372372384528087
vegan,Quinoa Chili,american,0.06491149516161171,0.7895128146188817,-0.844199298737928
vegan,Mushroom Tacos with Charred-Corn Salsa,mexican,-0.5717855330022033,0.05845658696488912,-0.004247201986177862
vegan,Thai-Scented Asparagus Soup,south east asian,-0.48302437654837077,-0.35656172034567407,-0.06584095886158652
vegan,General Tso's Cauliflower,chinese,-0.6329271577113049,-0.5037412522707164,-0.5336095034300162
vegan,Brown Rice Risotto with Mushrooms,italian,-0.45172966517631685,1.2502557572131752,-0.1776434563814441
vegan,Sweet Potato Chickpea Curry,mexican,-0.33991510924200335,0.23070397776312923,-0.5789038485790867
vegan,Choc-cherry fudge torte with cherry sorbet,mediterranean,-0.22832329146692162,4.853518398636824,0.34598538365111936
vegan,Hearty White Bean and Spinach Soup with Rosemary and Garlic Recipe,french,-0.501400274684986,-0.16473342690828352,-0.49675153721467846
vegan,"Cucumber, Shallot, and Tomato Salad",american,-0.8649089505511207,-0.6074016901433611,-0.8438716723715695
vegan,Recipe: Curried Cauliflower Chowder,american,-0.592722919969983,-0.09281126529140431,-0.2550451854336532
vegan,Corn & split pea chowder,american,-0.07608175963205446,0.7277038664529921,-0.7360006912480146
vegan,Pumpkin Pie Nice Cream,american,-0.817131615395921,0.08750517879219996,-0.9363442142762721
vegan,Warm Farro with Mushrooms and Crispy Beets,japanese,-0.5630987447921669,-0.048270091156194156,-0.7126573126449673
vegan,Tofu Cashew Noodles With Snow Peas,asian,0.553487647436346,0.6706287628811832,0.16144983279966219
vegan,Cannellini Bean & Roasted Red Pepper Sandwich,italian,0.05355184904079504,0.6002128245442385,-0.789731415330818
vegan,Spicy Pineapple and Tequila Sorbet Recipe,italian,-0.8661340104268951,0.9378220140038748,-0.9508416809876383
vegan,Ají (Colombian-Style Tomato and Onion Salsa) Recipe,mexican,-0.8944217566493209,-0.7504929017371522,-0.9558379830746063
vegan,Smoked Cauliflower Soup,american,-0.37254624956944743,-0.09496301283416811,-0.8193816014862673
vegan,No-Cook Black Bean Salad,american,-0.4314604926862321,0.037799810554356855,-0.45547061505350034
vegan,Buffalo-Style Quinoa Chili,american,-0.48558586537953524,0.18879869436780475,-0.753610608439787
vegan,Seitan & black bean stir-fry,asian,0.40770552221919826,0.21144583725539354,-0.5191120367186499
vegan,Kadala curry,indian,-0.11138575787027896,0.5521212669634682,-0.22473974654548665
vegan,Greek Salad Wraps,mediterranean,-0.23589638888079945,0.6663252677956556,-0.1941885878825512
vegan,Cauliflower curry,indian,-0.629920192561677,-0.2889968475028915,-0.28469537158910263
vegan,Savory Tempeh Crumbles,american,-0.4384767447020307,-0.6841114900428897,-0.6811232748829563
vegan,Thai-Style Chopped Salad with Sriracha Tofu,south east asian,-0.10982659075565705,-0.5397830236120096,-0.16412886876915359
vegan,Steamed Jackfruit Buns,mediterranean,-0.5597576724036915,1.958126905093888,-0.3072196842762534
vegan,Roasted Sweet Potato Salad,south american,-0.7160084911047292,-0.006418601449438718,-0.5555604699760395
vegan,Spiced aubergine bake,indian,-0.4147551307438546,0.6103798316837973,0.12811385002267908
vegan,Raw Kale Salad With Honey Apple Cider Vinaigrette,american,-0.7700224947184163,-0.45172275542440204,-0.32253621690351586
vegan,Cook the Book: Bengali Squash with Chickpeas,indian,-0.7046488449839124,-0.1942661619327163,-0.5582633874984975
vegan,Sri Lankan runner bean curry,indian,-0.5446114775759359,-0.23757008123083734,0.016966605235538723
vegan,"Ajo Blanco (Spanish Chilled ""White Gazpacho"" Bread and Almond Soup) Recipe",mediterranean,-0.44371109144397564,-0.33031040032395603,-0.1796092145795954
vegan,Chickpea patties,american,-0.3112932557807299,0.026987279151968784,-0.6595818412948813
vegan,Twice-Roasted Miniature Pumpkins with Onions and Thyme,american,-0.5785790468587702,-0.0010930262810984782,-0.492328581268838
vegan,Raw hazelnut brownies with chocolate ganache,french,-0.20916780977299534,1.9586110482910102,0.5265075115146843
vegan,Miso Ramen with Roasted Vegetables,japanese,0.2267307678434419,2.4149967021112064,0.4270729093248622
vegan,Curried Potato and Carrot Soup Recipe,american,-0.449390914504384,0.9153362521819933,-0.06772481046814825
vegan,Roasted Cauliflower with Tahini and Goji Berries Recipe,mediterranean,-0.7324911148878749,-0.5309070649981089,-0.6554046051238096
vegan,Thai Curry Ice Cream,south east asian,-0.719795039811668,0.5204367843962716,0.31690854363679755
vegan,Butternut Squash and Black Bean Tacos,mexican,-0.37210077325098406,0.4201653489034796,-0.412633467652119
vegan,Quinoa Black Bean Summer Salad with Tahini Dressing,mediterranean,0.3910001602768208,1.6641443970637875,-0.41378015993437395
vegan,Spicy Beet and Spinach Stir-Fry Over Sesame Rice,south east asian,-0.6809272310257363,0.1839034687080172,-0.6408252318208538
vegan,Sticky noodles with homemade hoisin,asian,-0.6078691147977388,-0.15381330812875735,-0.7483685865780502
vegan,Coconut curry noodle bowl,asian,0.294888644568342,1.1978069108583083,0.3266554280359646
vegan,"Roasted cauliflower, tomato and chickpea bowl",mediterranean,-0.10425813677486455,1.042719706713609,-0.46407080717041244
vegan,Teriyaki Tofu Summer Rolls,asian,-0.1273115362553456,0.5788029364937392,-0.7308405759778673
vegan,Kisir,middle eastern,-0.4555162138832558,0.6356628653112719,-0.08148511785520769
vegan,Black Bean Burgers,american,-0.06850866221817674,0.8440596148279432,-0.5888964527530226
vegan,Thai Zucchini-Coconut Soup,south east asian,-0.7617811828268435,-0.3933566033269346,-0.49134570216976226
vegan,Press-In Gluten-Free Pie Crust,american,-0.5177715293885159,-0.27549463167204885,0.10837436144957606
vegan,Spice-crusted tofu with kumquat radish salad,asian,-0.375887321957923,-0.4609214761697172,-0.5013383063436982
vegan,Cauliflower + Red Lentil Curry,indian,-0.13354820471383322,0.2239259730034234,1.1940776483344364e-05
vegan,Indian Saag with Chickpeas,indian,0.010006538910997537,0.5224271508733281,-0.48929803738002126
vegan,Lots O'Laksa (Malaysian-Style Chicken Soup),south east asian,0.7848012257984665,0.11843654971942923,0.532240972925959
vegan,Balsamic Mushroom Pasta,italian,-0.15793803314970437,0.3947747278988671,-0.4654632192274363
vegan,Healthy & Delicious: Herb-Scalloped Potatoes Recipe,french,-0.4307922782085371,0.0957894068318406,-0.8187263487535502
vegan,Moroccan Pumpkin and Chickpea Stew,middle eastern,-0.7769273776545991,-0.4784582186432419,-0.9256144507780294
vegan,Marshmallow Cream,american,-0.12608647637957127,3.111732556458117,-0.9602609390204467
vegan,Sweet Potato Hash Stuffed Portobello Mushrooms,south american,-0.6401661478863352,-0.21121117383198107,-0.29411462962191104
vegan,Pickled Red Onions,american,-0.8887419335889125,-0.6113824230974741,-0.9584589940054747
vegan,"Potato, Asparagus & Mushroom Hash",american,-0.641057100523262,-0.10889557817356357,-0.6060968369868468
vegan,Pasta With Braised Broccoli and Tomato Recipe,italian,0.18151492151940674,1.694699212171033,-0.3990369734482389
vegan,German American Potato Salad,central europe,-0.5877113113872698,0.3298457457959702,-0.055684541504471295
vegan,Chocolate Icebox Cake,american,-0.18756220832752046,0.7840258583848341,1.16087406337644
vegan,Lentil Burgers,nordic,0.1809580761213275,0.8771427332979365,-0.7052857194018999
vegan,"Summer Quinoa Salad, Mexican-Style",mexican,-0.5433864177001615,0.15533902007782804,-0.5606386786545969
vegan,Kale and Potato Mash with Romesco Sauce,mediterranean,-0.571228687604124,0.2514683415507997,-0.7125754060533778
vegan,Creamy Ginger-Asparagus Soup,mediterranean,-0.7566582051645145,-0.49222940291693007,-0.28952786049289125
vegan,"Sweet Potato, Kale & Chicken Salad with Peanut Dressing",mediterranean,0.4804295312083484,-0.1859281402045067,-0.37290877073114403
vegan,Whipped Frozen Pink Lemonade,french,-0.8551084715449259,-0.07731868298350515,-0.5611301182041348
vegan,Buddha bowl with grilled tofu and gluten-free white beer,asian,0.09520388481712291,0.5581999537717758,-0.3853585726527691
vegan,Stewed Chickpeas and Chard over Garlic Toast,french,-0.2685275292082435,0.38864224740199044,-0.46718325765081875
vegan,Tuscan white beans w/ roasted vegetables,italian,0.7363556761655717,1.3978656386467703,-0.6028205733232612
vegan,"Tamari Roasted ""Crack"" Almonds",british,-0.21072697688761727,-0.47571474052621815,0.20977472183754936
vegan,Chia Chipotle Dressing From 'Salad Samurai',american,-0.8879623500316016,-0.6339757722964937,-0.7052038128103102
vegan,Squash Risotto,italian,-0.26563193313823136,0.31117933586249447,-0.6922625713391473
vegan,Hippie Loaf,american,-0.4350243032339393,0.10789298675988684,-0.8151224587236061
vegan,"Carrot and Rye Berry Salad With Celery, Cilantro, and Marcona Almonds Recipe",american,-0.5017343819238336,-0.18673504553304315,-0.02324953123497422
vegan,Smoky Tofu Chili,asian,-0.14991945941736318,-0.09060572406007146,-0.5644882884593101
vegan,Quinoa Stuffed Peppers,mediterranean,0.352132351490889,0.6708439376354595,0.351063592329677
vegan,Gobhi Mussallam,indian,-0.4284535275366042,-0.41482028506600327,-0.39666168229213933
vegan,Roasted aloo gobi,indian,-0.516991945831205,0.12785044521902075,-0.4129610940184776
vegan,Tahini Noodles,asian,0.16091164179047454,1.5497252214773234,-0.3636533258815147
vegan,Chocolate Coconut Ice Cream Mochi,american,-0.41954400116733614,1.7065338236562337,0.9527494141471667
vegan,Rainbow Swiss Chard and Lemon Stir-Fry,chinese,-0.6023006608169462,0.08287892157525792,-0.5378686461926774
vegan,'Akara' aka bean or lentil fritters,mediterranean,-0.3849082174068068,-0.11820188629601686,-0.5996262162512654
vegan,Braised Winter Vegetable Pasta,italian,-0.2654091949789997,0.7798299506764446,-0.670557324567893
vegan,Favorite Fall Orzo Salad,american,-0.36096386528939906,0.29918334331158647,-0.23137418046424743
vegan,Sneaky Collards Recipe,american,-0.30694986167571175,-0.17839702380483352,-0.6469682261900768
vegan,Best veggie stir fry,chinese,-0.41230501099230593,0.5073111243854126,0.7004771120510779
vegan,The Crisper Whisperer: Gingered Butternut Soup Recipe,american,-0.23600775796041526,1.0109276367692743,-0.5685017114472024
vegan,Tofu Poke,asian,-0.11450409209952278,0.02720245390624527,-0.4274585607298437
vegan,Hummus and Mint Veggie Burgers,nordic,-0.08354348796631644,0.6371690885912064,-0.24922981743078873
vegan,Thin Mint Smoothie,world,-0.8680272847803644,-0.5814731322530577,-0.8787638803887557
vegan,Beans and Mushrooms,american,-0.6954052113757968,-0.30023972841383223,-0.4985534822296505
vegan,"Lentil Salad With Cauliflower, Walnuts, and Roasted Orange Vinaigrette Recipe",american,0.49256876088647594,1.1430449358949701,0.9200686841029007
vegan,Quick & Dirty Slow Cooker Vegetarian Chili,american,0.1752782530609191,0.9631588413199185,-0.6006910019419307
vegan,Chickpea & Jackfruit Curry,indian,-0.4196553702469521,0.50865596659964,-0.40026557232208354
vegan,Grilled Tofu with Chimichurri on Toast,asian,0.08841037096055607,-0.21895746498593066,0.3522921912035217
vegan,Korean Stewed Tofu with a Green Onion Salad and Crisp Bacon,asian,-0.04645758445423838,-0.4701201969150323,-0.35349690852439947
vegan,Jackfruit Carnitas,mexican,-0.6645559763222063,1.4510138029530355,-0.5586729204564458
vegan,Vegetarian Mushroom Thyme Gravy,south american,-0.7626721354637703,-0.4578552359212788,-0.3654552708964869
vegan,Well-Crafted Macaroni and Cheese Mix,american,0.48911631941838474,0.06593390967599316,-0.3812632430732872
vegan,Easy Black-Bean Corn Salad,mexican,-0.21417941835570864,0.30246475831430114,-0.876224776049477
vegan,Banana Heavens Little Pig (Spanish Custard Dessert),mediterranean,-0.38780381347681897,1.9702842787105033,0.2554785999445682
vegan,The Ultimate Raw Taco,mexican,-0.8169088772366894,-0.5978802072666315,-0.7099543951225095
vegan,Rosemary Alu Paratha (Potato Parathas with Fresh Rosemary),american,-0.46186425142135923,0.5615351624630597,-0.8020993106608535
vegan,One-Pot Lentils & Rice with Spinach,middle eastern,-0.27164586343748726,0.4489449722879453,-0.5610482116125453
vegan,Toni Fiore's Millet Beet Burger,american,-0.39983167407533077,0.47971496214946724,-0.5851287495398992
vegan,Smoky Tempeh and Hummus Sandwiches,mediterranean,0.40391897351225936,0.5110766825852492,-0.15167906684752844
vegan,Mini nut roasts with candied carrots,american,3.769715297662481,7.985924884015191,1.2279555618883546
vegan,Chickpea Cashew Curry,indian,-0.26563193313823136,0.23957993637702985,-0.10237129871056568
vegan,Easy Middle Eastern Fried Tomatoes: Jordanian Galayet Bandora,middle eastern,-0.857224484057627,-0.638117886316314,-0.5090375259531243
